symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
FDX2	0.0708389563997087	No data	0.11378901566658382	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0547137717850459	No data	No data	No data	0	0	0	0	0	0	No data	0.3385548814120243	-0.8129475847266256	-1	No data	No data	0	-1	-1
ENSG00000284779	0.07034906679912578	No data	0.11571887306171409	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	1	1
BLM	0.07019612170197284	No data	0.11546728999049313	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0	0	-0.21025923883066744	-0.8025841755775506	0	No data	255	0	0.5	0.5
ACOD1	0.070178982185643	No data	0.07758465177964494	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4521282663637228	0.2527776256469121	No data	No data	0	0	0	0	0	0.11642500000000026	No data	0.7045780474351904	No data	0	No data	No data	No data	0.5	1
CTNNA2	0.07007141186022474	No data	0.11526215177042261	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.742915	No data	-0.7000551571980144	-0.7092208263505081	0	No data	No data	-0.44123750000000006	0.75	0.5
SACK1D	0.07000460439322335	No data	0.11515225856010353	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.8086045228902372	-0.7654904367029686	No data	No data	No data	0	0.5	0
C5orf47	0.06992447508443841	No data	0.11502045193161926	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	No data	0.9927192498621069	-0.4395229065692238	0	No data	No data	No data	1	1
TMEM121	0.06933742549665972	No data	0.11049538883083553	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07118822210767727	No data	No data	0	0	0	0	0	0.8589350000000003	No data	0.3285162713734142	No data	0	No data	No data	No data	0.5	0
FADS1	0.0692909074571863	No data	0.10585971460390403	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.14886176051255398	No data	No data	0	0	1	1	0	0	No data	-0.7642581356867071	-0.8501091180381628	0	No data	No data	0	-1	-1
WDR7	0.06923786879077778	No data	0.11389103671469308	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7516800000000003	No data	-0.8416988416988417	No data	-1	No data	No data	0	-1	-1
NRIP1	0.06825834096657865	No data	0.10727881678422037	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09118961964174316	0.019867052527377204	No data	No data	0	0	0	0	0	0.23143499999999975	No data	-0.7010479867622725	-0.09001978450492665	0	No data	No data	No data	-1	-1
C1QTNF12	0.06761876110811306	No data	0.11122772752057804	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	0.8405956977385549	-0.5066334405948941	0	No data	No data	0	0.5	0.5
ANO2	0.06733302164513667	No data	0.11075770780106559	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	0	0.6092199999999999	No data	0.09862107004964149	-0.23490943073303377	0	No data	No data	0	1	0
LRRC40	0.06729045122885435	No data	0.11068768269878494	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.152825	No data	0.6500827357970216	No data	0	No data	No data	0	-1	-1
SUOX	0.06703232559233413	No data	0.10874325863296033	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.2844050000000003	No data	0.2807501378929951	0	0	No data	No data	No data	-1	-1
TCTA	0.06679196484424071	No data	0.10986771044771286	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5631050000000002	No data	0.6377275234418092	No data	0	No data	No data	No data	-1	-1
SIRT1	0.06664976789751292	0.06079307976116211	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4721776866375517	No data	No data	0.2	0	0	1	1	0	0.31057500000000005	No data	-0.6580253723110866	-0.9718753897854998	0	255	No data	0	-1	-1
CCDC198	0.06608045460884988	No data	0.10869733013767406	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.44478764478764476	-0.7110055081687202	0	No data	No data	No data	0.5	0.5
PRM2	0.06519013813429889	No data	0.10723282714152912	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.014230557087699935	0	0	No data	No data	No data	1	0
TMEM174	0.06508316688386324	No data	0.10705686755722134	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.07407499999999985	No data	0.42658576944291227	-0.6410902875805791	0	No data	No data	No data	1	1
FUT8	0.06477758422270016	No data	0.0396678027280771	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.47258176031003374	0.09544070427396018	No data	No data	0	0	0	1	0	0.8260849999999997	No data	-0.4820739106453392	-0.7643321621696105	0	No data	No data	No data	-1	-1
DST	0.06459156556704394	No data	0.10533632452344896	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0	No data	-0.8892443463872035	-0.921397749612374	0	No data	No data	0	-1	-1
IKZF3	0.0645169369611178	No data	0.09719421984186281	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15925159078642276	0.043589832692196	No data	No data	0	0	1	1	0	0.3320250000000001	0	-0.9276337562051847	-0.6952926650575642	0	No data	255	0	0.75	0
RMND1	0.064219915391307	No data	0.10563688440132973	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.10912999999999969	No data	-0.20308880308880306	No data	0	No data	No data	No data	-1	-1
NPIPB13	0.06402599076131335	No data	0.10531789311028884	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	No data	No data	No data	No data	No data	-0.9802275000000001	-1	-1
UQCC5	0.06383758293785408	No data	0.10500797654708878	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7142850000000003	No data	0.7266409266409266	No data	0	No data	No data	No data	0.5	-1
HES1	0.06378012236999868	No data	0.09308262009882182	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23661676354607938	No data	No data	No data	0	0	0	0	0	0.8928550000000002	No data	-0.5584114726971869	-0.938364962007889	0	No data	No data	0	-1	0
NEFL	0.06338903979626008	No data	0.10366222634082703	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.7790050000000001	No data	0.031218974076116845	-0.2785211224745593	No data	No data	No data	0	0.75	0
ZNF300	0.06278889229187729	No data	0.10328296006479049	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	-0.05394373965802535	No data	0	No data	No data	0	-1	0
NR3C2	0.06267268446047188	0.09118961964174316	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2380437472881304	No data	No data	1	0	0	1	1	0	0.5426850000000002	1	-0.9105350248207391	-0.8903501003255712	0	255	No data	0	-1	-1
IKZF4	0.06265100830755836	No data	0.10305615138054447	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7435899999999996	No data	-0.8039713182570325	-0.21347364310634276	0	No data	No data	0	-1	-1
POLR2L	0.06225489967088032	No data	0.1024045827509665	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	1	No data	0.8968560397131826	0	-1	No data	No data	0	-1	-1
SCN2A	0.06203543799990561	No data	0.09737202449794106	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09343120937354885	No data	No data	1	1	0	1	1	0	0.9052349999999997	1	-0.9755102040816327	-0.7879993830187495	0	No data	No data	-0.6920200000000001	1	0.5
TPSD1	0.06198577815641323	No data	0.10089801939907914	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	No data	0	1	1	1	0	No data	No data	0.8183121897407613	0	0	No data	No data	-0.5661149999999999	0.5	0
SNTN	0.061860487242250795	No data	0.10175580425483001	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.5599558742415884	No data	0	No data	No data	0	1	0.5
INTS11	0.0617454810322607	No data	0.10156662777217455	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8583350000000003	No data	0.41886376172090456	-0.022023425318627998	-1	No data	No data	0	-1	-1
WNT4	0.06170054009516718	No data	0.09700921371077476	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08966979264771412	No data	No data	No data	0	1	0	0	0	0.94302	No data	-0.443684500827358	-0.8854824671077657	0	No data	No data	0	0.5	0
DCAF17	0.06167801270498068	No data	0.10145564749687828	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5192300000000003	No data	-0.1959183673469388	0	0	No data	No data	No data	-1	-1
COMMD7	0.06144894751806654	No data	0.10107885265803467	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4	No data	0.3118587975730833	No data	0	No data	No data	0	-1	-1
ICOS	0.061247309196933206	No data	0.031094417931131036	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4576646210618128	0.06482899060416693	No data	0.5	1	0	0	1	0	0	No data	0.48108108108108105	-0.28523442701614776	0	No data	No data	No data	0.75	0.5
CDC37	0.06102583172466814	No data	0.10038285930638889	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0.7619050000000002	No data	-0.870711527854385	-0.05373224667943238	-1	No data	No data	0	-1	-1
SYMPK	0.060742211772777395	No data	0.09930839522405967	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	0	0	0	0.7213500000000004	No data	-0.7030336458907888	-0.10129547872063965	-1	No data	No data	No data	-1	-1
FGGY	0.06025817091783247	No data	0.09912011557001038	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5553550000000002	No data	0.38830667402095975	0	0	No data	No data	0	0.5	-1
PEX13	0.06024516084759375	No data	0.09757888799833361	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.5533499999999997	No data	0.33094318808604517	-0.7758959790899539	0	No data	No data	No data	-1	-1
GRM4	0.05966148170263813	No data	0.09467132026861068	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	0.061239993049203134	No data	0.2	1	0	1	1	0	0.8574550000000002	0	-0.7047986762272477	No data	0	No data	No data	-0.3475874999999998	1	1
KCP	0.0592220333813056	No data	0.09741574799956067	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	0.27391064533921683	-0.43423810300908944	No data	No data	No data	0	1	0.5
AMT	0.059075749155632885	No data	0.09535132916330918	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	No data	0	0	0	0	1	0.44168499999999966	No data	-0.28008825151682293	-0.8559011602374256	0	No data	No data	0	0.5	-1
C1orf115	0.05879944332238143	No data	0.09321893804696142	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07003362788485874	No data	No data	0	0	0	0	0	0	No data	0.9983452840595697	No data	0	No data	No data	No data	0.5	0
TMEM213	0.058461033188138	No data	0.09357829455179593	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05171331830218283	No data	No data	0	0	0	0	0	0	No data	0.6511858797573082	No data	0	No data	No data	No data	0.75	0.5
CLN3	0.05838644862877354	No data	0.09604127453018747	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.29223500000000013	No data	0.09851075565361289	-0.872801548624948	0	No data	No data	No data	-1	-1
SLC26A8	0.05820886265023572	No data	0.09257041319931959	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.034787151196664985	0.04811396152914026	No data	No data	0	0	0	0	0	0	No data	-0.3053502482073911	0	0	No data	No data	0	1	0.5
