symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
NPIPB6	0.03451278543412287	No data	0.05677091137628381	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	-0.3767236624379482	No data	No data	No data	No data	-0.8941175000000001	1	0
ATP9A	0.034330765549518305	No data	0.05292162957890591	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.057487884890497935	No data	No data	0	0	0	0	0	0.8997149999999998	No data	-0.7359073359073359	-0.7704663889320801	0	No data	No data	-0.39350500000000005	0.5	-1
MON1A	0.03431728196761978	No data	0.056449323019070845	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7117100000000001	No data	-0.19635962493105352	-0.1555175632476158	0	No data	No data	0	-1	-1
RTKN2	0.03403570649232562	No data	0.05598615274311117	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.6452289023717594	No data	0	No data	No data	0	1	0
RPS10	0.0339434278008249	No data	0.05583436130259976	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	No data	No data	-0.9134031991174848	No data	-1	No data	No data	No data	-1	-1
C21orf140	0.03394117261512405	No data	0.055830651693365096	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	No data	No data	No data	0	No data	No data	No data	-1	0
PANK4	0.033738139210230694	No data	0.049417369183155514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	0	0	0	0	0	0.6119	No data	-0.4906784335355764	-0.5185242486051957	0	No data	No data	0	-1	0
IFNA10	0.03354839856926864	No data	0.05518456821248455	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	0	0	0	0	No data	0.9658025372311088	No data	0	No data	No data	-0.8941800000000001	No data	No data
HTATSF1	0.0335074372789252	No data	0.05511719000018742	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	No data	No data	-1	No data	No data	No data	-1	-1
PLA2G2A	0.033464517735921406	No data	0.031690093303131814	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.20875536662790048	0.195487916145087	No data	0.7	1	1	1	1	1	0	No data	0.3329288472145615	0	0	No data	No data	0	0.5	0
IL5	0.03341223271055392	No data	0.04345861684889278	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2204796575108582	No data	No data	1	0	1	0	1	0	0	No data	0.17683397683397684	-0.6248589429978959	0	No data	No data	No data	1	1
CEP97	0.033399290096463335	No data	0.0534194691029596	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0	No data	-0.21070049641478217	-0.5693053388141289	0	No data	No data	0	-1	-1
RUFY4	0.03330415754077361	No data	0.054137824287073665	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012899719590308473	No data	No data	0	0	0	0	0	0	No data	0.6189740761169333	-0.05373224667943238	No data	No data	No data	0	0.5	0.5
RAB5B	0.03316240370373435	No data	0.04443907132552276	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.057753425773104	0.17654310362641476	No data	No data	0	0	0	0	0	1	No data	-0.6503033645890789	-0.05373224667943238	0	No data	No data	-0.6046500000000001	-1	-1
OXR1	0.033085768089401654	No data	0.05381564540445903	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	0	0	0	0.22107499999999974	No data	-0.7068946497517926	-0.5649280594571898	0	No data	No data	0	-1	-1
PDCD1LG2	0.03308240913953709	No data	0.03762350456747317	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.218031954473894	0.06326027765783301	No data	0.1	0	1	0	1	0	0	No data	0.6940981798124655	-0.5837951944443598	0	No data	No data	0	0.5	0
RB1CC1	0.03295274799573569	No data	0.0525329585551865	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	No data	0	0	0	0	0	0.4604750000000003	No data	-0.8924434638720353	-0.9491908021079021	0	No data	No data	No data	-1	-1
SETX	0.0328848067348116	No data	0.05409301003338901	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.7494760066188637	-0.3279296065711615	0	No data	No data	0	-1	-1
ZFP36L2	0.03285434107596636	No data	0.05404289633794056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.40283500000000033	No data	0.6917815774958631	-0.8691156792723955	0	No data	No data	0	-1	-1
CUL1	0.03250015668382955	No data	0.04312546634779743	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.20669647118795118	No data	No data	No data	0	0	0	0	1	0.993555	No data	-0.8914506343077772	No data	-1	No data	No data	0	-1	-1
SGF29	0.03208647738502516	No data	0.05125999187858501	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	1	0.9146749999999997	No data	-0.5916161059018201	-0.43423810300908944	0	No data	No data	No data	-1	-1
TAX1BP1	0.031802035785549986	No data	0.04539672121717813	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1383042564566438	No data	No data	No data	0	0	0	0	0	0.37262500000000004	No data	-0.30744622173193603	-0.7485151242365414	0	No data	No data	0	-1	-1
ADIPOR2	0.03176027547382591	No data	0.04912759616045465	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.062312906755191154	No data	No data	No data	1	0	0	1	0	0.6373049999999999	No data	-0.5243243243243243	-0.7285250717151526	0	No data	No data	-0.18393750000000003	0.5	-1
RBPJ	0.031737563908916695	No data	0.049090237360738566	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.062312906755191154	No data	No data	No data	0	0	0	1	0	0.9486649999999998	No data	-0.9115278543849973	-0.9565118371010356	0	No data	No data	0	-1	-1
RGS1	0.031433637499085246	No data	0.035502523031603304	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17123384132727326	0.1951255980028008	No data	No data	1	0	0	0	0	0.33014500000000024	No data	-0.2688361831218974	-0.08884538371378592	0	No data	No data	0	0.5	-1
ABCA6	0.03136560185118558	No data	0.051594033357763226	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.13414230557087703	-0.05901705023956677	0	No data	No data	0	0.5	0
GJB2	0.031218110175499598	No data	0.049384089141822594	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.039346632178752144	No data	No data	No data	0	0	1	1	0	0.64602	No data	0.9913954771097628	-0.8096703855501804	0	No data	No data	-0.4137174999999999	0.75	0
GLYR1	0.03089397340616611	No data	0.0508182403779169	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9276649999999996	No data	-0.7984555984555984	-0.6986981003603695	0	No data	No data	0	-1	-1
IDE	0.030852733659590684	No data	0.0507504041262622	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	1	0	0.7595700000000001	0	-0.5217870932156646	-0.6820255779627105	0	No data	No data	0	-1	-1
RETREG3	0.03082690434863777	No data	0.05070791687104435	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5600850000000002	No data	-0.4768891340319912	-0.2780425953001081	0	No data	No data	No data	-1	-1
EPB41	0.030593813421192925	No data	0.050324499994714694	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.46759500000000004	No data	-0.3847766133480419	-0.7804473866462982	0	No data	No data	0	0.5	-1
TBRG4	0.03057286690394457	No data	0.05029004456437518	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.2462217319360176	No data	0	No data	No data	0	-1	-1
TGFBR1	0.030569952655087437	No data	0.0450737270358306	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10423047620925102	No data	No data	0.5	1	0	1	1	1	0.8210749999999998	1	-0.678323221180364	-0.9484855195077271	0	No data	No data	-0.21471249999999992	-1	-1
ADAM15	0.030535361959669355	No data	0.049316455582491765	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0.009270000000000066	No data	-0.24511858797573083	-0.6306560361433305	0	No data	No data	0	-1	-1
ZNF619	0.03048403076098857	No data	0.05014391585481644	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.3812465526751241	No data	0	No data	No data	0	-1	-1
MSL2	0.030401076274512454	No data	0.05000746202355469	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9480049999999999	No data	-0.9728626585769443	No data	0	No data	No data	No data	0.5	-1
SEC16A	0.03039490480326454	No data	0.04999731042197082	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.5423055708769995	No data	0	No data	No data	0	-1	-1
TMEM200B	0.03038031512857226	No data	0.04845348452091222	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0.21824000000000013	No data	0.5795918367346939	No data	0	No data	No data	0	0.5	0
BRS3	0.03004494104425975	No data	0.045384532501121386	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08074228222240583	No data	No data	No data	1	0	1	1	0	0.2606499999999997	1	No data	-0.6758750112101294	0	No data	No data	0	1	0.5
BFAR	0.03002300912344125	No data	0.04938557026785401	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5	No data	0.3316050744622172	No data	0	No data	No data	No data	-1	-1
CDYL2	0.02993161139793054	No data	0.04862729715189006	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	1	1	0	0.5750999999999997	No data	-0.41842250413678983	-0.1165157129738259	0	No data	No data	0	0.5	0
SPMIP4	0.029912447762288095	No data	0.04438253035839668	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09642349731254962	No data	No data	0	0	0	0	0	0	No data	0.17109762824048547	No data	0	No data	No data	No data	1	0
SP100	0.029796598391979644	No data	0.049013141806668784	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.2644236072807501	No data	0	No data	No data	0	0.5	-1
TBC1D19	0.029722336971752118	No data	0.048890987409294484	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8669199999999997	No data	-0.48273579702151126	No data	0	No data	No data	No data	-1	-1
SNX20	0.02960472392213793	No data	0.04531092008441601	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06129968875917179	0.01447282579626934	No data	No data	0	0	0	0	0	0	No data	0.6521787093215665	No data	0	No data	No data	0	0.5	0
ERP44	0.029562031543245836	No data	0.04862729715189006	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6551699999999997	No data	-0.2599007170435742	0	0	No data	No data	0	-1	-1
MAPK13	0.029538526946002255	No data	0.04858863387420135	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	1	0.657535	1	-0.10722559293987866	-0.2508339686824748	0	No data	No data	-0.13013750000000002	-1	0
ATRNL1	0.02950927514809686	No data	0.033874998789097846	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.19309444401782258	0.06537952741444887	No data	No data	0	0	0	0	0	0.8005800000000001	No data	-0.6469939327082184	No data	0	No data	No data	-0.008339999999999926	0.5	0
ZPBP	0.029480332691299134	No data	0.048492908744084975	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.2217319360176503	0	0	No data	No data	0	1	0.5
CHD1	0.029438867963361603	No data	0.04706364477095061	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02722115288445077	No data	No data	0	0	0	0	0	0.7953200000000002	No data	-0.9522338665195809	-0.8235875623082941	0	No data	No data	-0.05409249999999997	-1	-1
GATD3	0.029317506356188298	No data	0.04822507178673632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.47761	No data	No data	No data	0	No data	No data	No data	0.5	-1
C2orf92	0.028945872955288093	No data	0.04761376306153233	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	No data	0.5	0
TUBD1	0.028604511085526276	No data	0.04705224870643974	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.28256000000000014	No data	-0.03276337562051845	No data	0	No data	No data	0	-1	-1
SEC61B	0.028505450883342838	No data	0.046889302195796394	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9479149999999997	No data	0.595146166574738	-0.05901705023956677	0	No data	No data	No data	-1	-1
DPM1	0.02840337275255361	No data	0.04672139142175721	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5576900000000002	No data	0.06409266409266401	-0.7219891856703597	0	No data	No data	0	-1	-1
SOS1	0.028195272366688867	No data	0.043339428100659376	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	1	1	1	0.8387099999999996	1	-0.8967457253171539	-0.9710897873897186	0	No data	255	-0.24418499999999987	-1	-1
TEAD1	0.02816437648780223	No data	0.04442847697143256	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	1	1	0	0.7887349999999997	1	-0.9046883618312189	-0.9175952836752865	0	No data	No data	-0.3896725	-1	0
MICU2	0.02810707329304147	No data	0.04623400130979675	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.29723499999999986	No data	0.5646993932708217	-0.8874472586516526	0	No data	No data	0	-1	-1
TRAPPC3L	0.02795707040635154	No data	0.04487945040665716	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.022156150894382286	No data	No data	0	0	0	0	0	0.6408850000000001	No data	0.6718146718146718	No data	0	No data	No data	-0.04696250000000006	-1	0
MAU2	0.0279411312770753	No data	0.04596103929402438	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8042400000000001	No data	-0.9697738554881412	0	0	No data	No data	No data	-1	-1
FAM114A2	0.027831665279087796	No data	0.045780976039427705	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.32443463872035294	No data	0	No data	No data	0	-1	-1
ITFG2	0.0278199652985714	No data	0.04576173045989404	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4742750000000001	No data	-0.23949255377826806	0	0	No data	No data	No data	-1	-1
TRIM46	0.027809008785868467	No data	0.04574370782845971	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8945999999999998	No data	-0.8424710424710424	-0.1528751614675486	0	No data	No data	0	1	0.5
KLF7	0.02779994735983221	No data	0.04295674046375191	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.055441240138806906	No data	No data	0	0	0	0	0	0.8509950000000004	No data	-0.9451737451737452	-0.71690375916178	0	No data	No data	0	-1	-1
BRD7	0.027780198031304316	No data	0.04569631632489164	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.40859999999999985	1	-0.8576944291230005	-0.32379047762049307	0	No data	No data	0	-1	-1
PLEKHH2	0.027751635099344654	No data	0.045649332470690016	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.2933700000000002	No data	-0.25460562603419745	No data	0	255	No data	0	-1	0
MOCS3	0.027751489159366455	No data	0.045649092410507554	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.01086999999999989	No data	0.7900717043574186	No data	-1	No data	No data	0	-1	0
CORO1A	0.027669513179757473	No data	0.040616411862672175	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07962204752052203	0.041253025951930825	No data	No data	0	0	0	0	0	0.7288499999999999	No data	-0.6060672917815775	-0.21506923818186335	0	No data	No data	-0.17570499999999994	0.75	0
GLI3	0.027635293576297078	No data	0.04356141129843894	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	0.010113232841034983	No data	No data	0	0	0	0	0	0.3322800000000001	No data	-0.8888030888030888	-0.9680093566257181	0	No data	No data	0	-1	0
ITIH3	0.027496230955311667	No data	0.042720335537274966	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03495602086266821	0.034248396013930205	No data	No data	0	1	0	0	0	0.2471899999999998	No data	0.10215113072255932	No data	0	No data	No data	0	1	0
CALM3	0.0274347167850758	No data	0.04011854516199405	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10018961492628621	No data	No data	No data	0	0	0	0	0	1	No data	-0.62426916712631	No data	0	No data	No data	-1	0.5	-1
UBXN10	0.02736314838454692	No data	0.045010301323848985	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.631880860452289	0	0	No data	No data	0	0.5	0
SDF2L1	0.027304199061178848	No data	0.042481610972667	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04863446380892969	No data	No data	No data	0	0	0	0	0	0.45701499999999984	No data	0.8801985659128517	No data	0	No data	No data	-0.01583749999999995	0.5	-1
BCAS4	0.027275494445475876	No data	0.04363009115781031	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02472052184204568	No data	No data	0	0	0	0	0	No data	No data	0.20397131825703263	No data	0	No data	No data	0	0.5	-1
TSPAN13	0.027147358228479933	No data	0.04465534290273467	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.77941	No data	0.3009376723662438	-0.208776039941779	0	No data	No data	0	-1	-1
GRB7	0.027044835779296703	No data	0.04144704727061772	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	1	0	1	1	0	0.5300750000000001	No data	-0.07920573634859351	0	0	No data	No data	0	0.5	0
SENP7	0.026991951578236206	No data	0.03169545162758188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.18237923928348632	No data	No data	No data	0	0	0	1	0	0	No data	-0.6846111417539988	0	0	No data	No data	0	-1	-1
RPL14	0.026872098908088952	No data	0.04420256222198549	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.2790700000000001	No data	-0.8392719249862107	No data	-1	No data	No data	No data	-1	-1
TNNI2	0.02685694618594644	No data	0.04326574094823682	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	0.7	1	0	0	0	0	0.8351649999999999	No data	-0.2504136789851076	-0.8096602091786481	0	No data	No data	0	0.75	0
ABLIM2	0.026851609485866658	No data	0.04416885867825521	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.31783	No data	-0.37573083287369	No data	0	No data	No data	0	0.75	0
FAM135A	0.02669463864818301	No data	0.043910653569548194	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.19802000000000036	No data	-0.44765581908439056	-0.6760791411229955	0	No data	No data	0	0.5	-1
SASH1	0.02669463864818301	No data	0.043910653569548194	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.2622300000000003	No data	-0.7806949806949807	-0.5999398830430785	0	No data	No data	0	-1	0
JAKMIP2	0.026621910974518822	No data	0.04379102206880845	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9634149999999998	No data	-0.8439051296194153	-0.6351448835754281	0	No data	No data	-0.1615849999999998	0.5	0
KIR3DL2	0.026606439339799278	No data	0.04167454732315653	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.025703913929329476	No data	0.2	1	0	0	0	0	0	No data	0.49277440706012143	No data	0	No data	No data	-0.5879124999999998	0.5	1
MAMSTR	0.026545152053154945	No data	0.04366475947170786	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.6799779371207944	No data	0	No data	No data	0	0.75	0
BAK1	0.026535281554176577	No data	0.04174873950784973	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	No data	0	0	1	1	0	0	No data	0.3842250413678985	0	0	No data	No data	0	-1	-1
ARMH1	0.026299400086671632	No data	0.03801858474512059	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10483862804862587	No data	No data	No data	1	0	0	0	0	0	No data	-0.060783232211803595	No data	0	No data	No data	No data	0.5	0
NT5DC2	0.026227023365842997	No data	0.04129503482186994	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.014697005475541218	No data	No data	0	0	0	0	0	0.7845599999999997	No data	-0.3039161610590182	-0.05373224667943238	0	No data	No data	0	-1	-1
BARHL1	0.026130514546414574	No data	0.04298271225783194	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8929650000000002	No data	-0.7734142305570877	-0.1802968207566119	0	No data	No data	-0.03669750000000001	1	1
SLC5A7	0.02587391491587638	No data	0.04041325300674761	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	0.034841702896942155	No data	No data	0	0	1	1	0	0.6465499999999998	0	-0.7287369001654715	-0.8108034610033077	0	No data	No data	0	0.5	0.5
AGR3	0.025741003498184947	No data	0.042341996160276264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5481949999999998	No data	0.9596249310535026	No data	0	No data	No data	-0.06626499999999994	0.5	0
TTC38	0.02554927691701389	No data	0.04202662049264388	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.32836	No data	0.4403750689464976	0	0	No data	No data	No data	0.5	-1
TDP2	0.025439183861179705	No data	0.037155086004083376	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09380879542840947	No data	No data	0	0	1	1	0	0	No data	0.3845559845559845	-0.09224821813908574	0	No data	No data	No data	0.5	-1
PIGC	0.025414734025036544	No data	0.041805307651600246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6801349999999999	No data	0.04688361831218968	-0.5571626338178093	0	No data	No data	No data	-1	-1
STK11IP	0.025384171990734	No data	0.04175503542584262	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.05890788747931608	No data	0	No data	No data	0	-1	-1
DNAH7	0.025367526572465788	No data	0.04172765497672965	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4433399999999999	No data	-0.014230557087699935	0	0	No data	No data	0	0.5	0
KIR2DL3	0.025362873395365387	No data	0.03524546387055975	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11457806838319023	0.03355351038046829	No data	0.2	1	0	0	0	0	0	No data	0.9477109762824047	No data	0	No data	No data	-0.7873899999999999	0.5	1
